,X,Y,Z,Cluster,ClusterZ
116691,-7.422083305112899,33.637083391575196,4508.1865234375,3,0
116692,-7.4137499718129,33.637083391575196,3328.422119140625,3,0
117387,-7.522083304712899,33.628750058275195,3062.701171875,3,0
117388,-7.513749971412899,33.628750058275195,4463.67626953125,3,0
117389,-7.505416638112899,33.628750058275195,6810.99951171875,0,3
117390,-7.497083304812899,33.628750058275195,5440.60595703125,0,3
117391,-7.488749971512899,33.628750058275195,4163.65087890625,3,0
117392,-7.480416638212899,33.628750058275195,4746.54638671875,3,3
117393,-7.472083304912899,33.628750058275195,8986.84765625,0,3
117394,-7.463749971612899,33.628750058275195,14269.8701171875,2,2
117395,-7.455416638312901,33.628750058275195,12958.2587890625,2,2
117396,-7.4470833050128995,33.628750058275195,11769.6689453125,0,3
117397,-7.438749971712901,33.628750058275195,8024.1416015625,0,3
117398,-7.4304166384129,33.628750058275195,6643.22509765625,0,3
117399,-7.422083305112899,33.628750058275195,3293.6533203125,3,0
117400,-7.4137499718129,33.628750058275195,2894.371826171875,3,0
118096,-7.597083304412899,33.6204167249752,2412.39990234375,3,0
118097,-7.588749971112899,33.6204167249752,1406.89990234375,3,0
118098,-7.5554166379128995,33.6204167249752,7358.9443359375,0,3
118099,-7.5470833046129,33.6204167249752,8384.1708984375,0,3
118100,-7.5387499713129,33.6204167249752,4399.8056640625,3,0
118101,-7.530416638012899,33.6204167249752,4262.3203125,3,0
118102,-7.522083304712899,33.6204167249752,4704.033203125,3,0
118103,-7.513749971412899,33.6204167249752,6238.64697265625,0,3
118104,-7.505416638112899,33.6204167249752,7396.54052734375,0,3
118105,-7.497083304812899,33.6204167249752,6676.37060546875,0,3
118106,-7.488749971512899,33.6204167249752,8085.80078125,0,3
118107,-7.480416638212899,33.6204167249752,8360.904296875,0,3
118108,-7.472083304912899,33.6204167249752,6155.3994140625,0,3
118109,-7.463749971612899,33.6204167249752,12805.8046875,2,2
118110,-7.455416638312901,33.6204167249752,8300.13671875,0,3
118111,-7.4470833050128995,33.6204167249752,13826.6904296875,2,2
118112,-7.438749971712901,33.6204167249752,10853.732421875,0,3
118113,-7.4304166384129,33.6204167249752,3535.1669921875,3,0
118114,-7.422083305112899,33.6204167249752,1631.0845947265625,3,0
118115,-7.4137499718129,33.6204167249752,1484.9547119140625,3,0
118813,-7.655416637512899,33.6120833916752,2110.320556640625,3,0
118814,-7.6470833042129,33.6120833916752,1807.0125732421875,3,0
118815,-7.638749970912899,33.6120833916752,1726.111572265625,3,0
118816,-7.630416637612899,33.6120833916752,1889.3148193359373,3,0
118817,-7.622083304312899,33.6120833916752,2228.443603515625,3,0
118818,-7.613749971012899,33.6120833916752,2281.85009765625,3,0
118819,-7.605416637712899,33.6120833916752,2642.830322265625,3,0
118820,-7.597083304412899,33.6120833916752,5328.86474609375,0,3
118821,-7.588749971112899,33.6120833916752,5465.9228515625,0,3
118822,-7.580416637812899,33.6120833916752,6967.7978515625,0,3
118823,-7.5720833045128995,33.6120833916752,7580.828125,0,3
118824,-7.563749971212901,33.6120833916752,10898.6962890625,0,3
118825,-7.5554166379128995,33.6120833916752,13364.376953125,2,2
118826,-7.5470833046129,33.6120833916752,15078.7421875,2,2
118827,-7.5387499713129,33.6120833916752,8712.830078125,0,3
118828,-7.530416638012899,33.6120833916752,7212.4306640625,0,3
118829,-7.522083304712899,33.6120833916752,7956.8740234375,0,3
118830,-7.513749971412899,33.6120833916752,7957.42138671875,0,3
118831,-7.505416638112899,33.6120833916752,8574.4013671875,0,3
118832,-7.497083304812899,33.6120833916752,9779.12890625,0,3
118833,-7.488749971512899,33.6120833916752,11009.6494140625,0,3
118834,-7.480416638212899,33.6120833916752,9176.97265625,0,3
118835,-7.472083304912899,33.6120833916752,5066.08251953125,0,3
118836,-7.463749971612899,33.6120833916752,14385.1640625,2,2
118837,-7.455416638312901,33.6120833916752,14335.9833984375,2,2
118838,-7.4470833050128995,33.6120833916752,11701.7802734375,0,3
118839,-7.438749971712901,33.6120833916752,3851.9736328125,3,0
118840,-7.4304166384129,33.6120833916752,3090.689208984375,3,0
118841,-7.422083305112899,33.6120833916752,3301.968017578125,3,0
118842,-7.4137499718129,33.6120833916752,1546.4393310546875,3,0
119541,-7.6637499708128995,33.6037500583752,2361.397216796875,3,0
119542,-7.655416637512899,33.6037500583752,2687.283935546875,3,0
119543,-7.6470833042129,33.6037500583752,2495.716064453125,3,0
119544,-7.638749970912899,33.6037500583752,2749.33935546875,3,0
119545,-7.630416637612899,33.6037500583752,3435.51318359375,3,0
119546,-7.622083304312899,33.6037500583752,3507.79296875,3,0
119547,-7.613749971012899,33.6037500583752,4229.40771484375,3,0
119548,-7.605416637712899,33.6037500583752,8811.673828125,0,3
119549,-7.597083304412899,33.6037500583752,7929.7841796875,0,3
119550,-7.588749971112899,33.6037500583752,9851.1865234375,0,3
119551,-7.580416637812899,33.6037500583752,11236.4365234375,0,3
119552,-7.5720833045128995,33.6037500583752,14554.6279296875,2,2
119553,-7.563749971212901,33.6037500583752,17086.62890625,2,2
119554,-7.5554166379128995,33.6037500583752,16470.880859375,2,2
119555,-7.5470833046129,33.6037500583752,16202.951171875,2,2
119556,-7.5387499713129,33.6037500583752,13279.072265625,2,2
119557,-7.530416638012899,33.6037500583752,12085.884765625,0,3
119558,-7.522083304712899,33.6037500583752,15430.08203125,2,2
119559,-7.513749971412899,33.6037500583752,12478.12109375,0,2
119560,-7.505416638112899,33.6037500583752,10316.2626953125,0,3
119561,-7.497083304812899,33.6037500583752,11612.2607421875,0,3
119562,-7.488749971512899,33.6037500583752,12132.6484375,0,3
119563,-7.480416638212899,33.6037500583752,12751.4619140625,2,2
119564,-7.472083304912899,33.6037500583752,45657.1328125,1,1
119565,-7.463749971612899,33.6037500583752,28902.25390625,1,1
119566,-7.455416638312901,33.6037500583752,13523.6376953125,2,2
119567,-7.4470833050128995,33.6037500583752,3843.57666015625,3,0
119568,-7.438749971712901,33.6037500583752,2829.782958984375,3,0
119569,-7.4304166384129,33.6037500583752,2176.2197265625,3,0
119570,-7.422083305112899,33.6037500583752,2645.791015625,3,0
119571,-7.4137499718129,33.6037500583752,1346.0477294921875,3,0
120269,-7.6804166374128995,33.5954167250752,2454.279541015625,3,0
120270,-7.672083304112901,33.5954167250752,2530.200927734375,3,0
120271,-7.6637499708128995,33.5954167250752,3140.322509765625,3,0
120272,-7.655416637512899,33.5954167250752,3378.7099609375,3,0
120273,-7.6470833042129,33.5954167250752,3131.77880859375,3,0
120274,-7.638749970912899,33.5954167250752,4357.2255859375,3,0
120275,-7.630416637612899,33.5954167250752,5326.73779296875,0,3
120276,-7.622083304312899,33.5954167250752,5010.76611328125,0,3
120277,-7.613749971012899,33.5954167250752,5632.12548828125,0,3
120278,-7.605416637712899,33.5954167250752,15355.798828125,2,2
120279,-7.597083304412899,33.5954167250752,17521.08984375,2,2
120280,-7.588749971112899,33.5954167250752,18344.68359375,2,2
120281,-7.580416637812899,33.5954167250752,18082.748046875,2,2
120282,-7.5720833045128995,33.5954167250752,17739.880859375,2,2
120283,-7.563749971212901,33.5954167250752,11215.6650390625,0,3
120284,-7.5554166379128995,33.5954167250752,8130.42138671875,0,3
120285,-7.5470833046129,33.5954167250752,10439.3154296875,0,3
120286,-7.5387499713129,33.5954167250752,12866.5107421875,2,2
120287,-7.530416638012899,33.5954167250752,16277.654296875,2,2
120288,-7.522083304712899,33.5954167250752,18477.99609375,2,2
120289,-7.513749971412899,33.5954167250752,13792.296875,2,2
120290,-7.505416638112899,33.5954167250752,19483.970703125,2,2
120291,-7.497083304812899,33.5954167250752,22116.978515625,2,2
120292,-7.488749971512899,33.5954167250752,29274.2734375,1,1
120293,-7.480416638212899,33.5954167250752,66255.34375,4,4
120294,-7.472083304912899,33.5954167250752,58057.1953125,4,4
120295,-7.463749971612899,33.5954167250752,20244.76953125,2,2
120296,-7.455416638312901,33.5954167250752,4661.83837890625,3,0
120297,-7.4470833050128995,33.5954167250752,1943.691162109375,3,0
120298,-7.438749971712901,33.5954167250752,1399.59521484375,3,0
120299,-7.4304166384129,33.5954167250752,975.77880859375,3,0
120300,-7.422083305112899,33.5954167250752,1186.354248046875,3,0
120301,-7.4137499718129,33.5954167250752,888.8413696289062,3,0
120999,-7.705416637312899,33.587083391775195,1406.2666015625,3,0
121000,-7.697083304012899,33.587083391775195,2139.995849609375,3,0
121001,-7.688749970712899,33.587083391775195,2650.763427734375,3,0
121002,-7.6804166374128995,33.587083391775195,3038.3798828125,3,0
121003,-7.672083304112901,33.587083391775195,3311.6630859375,3,0
121004,-7.6637499708128995,33.587083391775195,3465.432861328125,3,0
121005,-7.655416637512899,33.587083391775195,2919.55224609375,3,0
121006,-7.6470833042129,33.587083391775195,3975.166748046875,3,0
121007,-7.638749970912899,33.587083391775195,5629.0615234375,0,3
121008,-7.630416637612899,33.587083391775195,5703.38623046875,0,3
121009,-7.622083304312899,33.587083391775195,4618.609375,3,0
121010,-7.613749971012899,33.587083391775195,7036.2568359375,0,3
121011,-7.605416637712899,33.587083391775195,9644.6396484375,0,3
121012,-7.597083304412899,33.587083391775195,13690.470703125,2,2
121013,-7.588749971112899,33.587083391775195,15107.0302734375,2,2
121014,-7.580416637812899,33.587083391775195,15115.103515625,2,2
121015,-7.5720833045128995,33.587083391775195,15789.3017578125,2,2
121016,-7.563749971212901,33.587083391775195,14561.892578125,2,2
121017,-7.5554166379128995,33.587083391775195,10971.103515625,0,3
121018,-7.5470833046129,33.587083391775195,11643.37890625,0,3
121019,-7.5387499713129,33.587083391775195,12785.5751953125,2,2
121020,-7.530416638012899,33.587083391775195,16394.78125,2,2
121021,-7.522083304712899,33.587083391775195,21341.5546875,2,2
121022,-7.513749971412899,33.587083391775195,21721.111328125,2,2
121023,-7.505416638112899,33.587083391775195,41710.765625,1,1
121024,-7.497083304812899,33.587083391775195,48445.828125,4,4
121025,-7.488749971512899,33.587083391775195,50471.03125,4,4
121026,-7.480416638212899,33.587083391775195,55318.703125,4,4
121027,-7.472083304912899,33.587083391775195,30472.4140625,1,1
121028,-7.463749971612899,33.587083391775195,5423.40869140625,0,3
121029,-7.455416638312901,33.587083391775195,1555.1796875,3,0
121030,-7.4470833050128995,33.587083391775195,1096.584228515625,3,0
121031,-7.438749971712901,33.587083391775195,531.6610717773438,3,0
121032,-7.4304166384129,33.587083391775195,427.5659790039063,3,0
121033,-7.422083305112899,33.587083391775195,547.7141723632812,3,0
121034,-7.4137499718129,33.587083391775195,457.7637634277344,3,0
121732,-7.713749970612899,33.578750058475194,2453.720458984375,3,0
121733,-7.705416637312899,33.578750058475194,2456.577392578125,3,0
121734,-7.697083304012899,33.578750058475194,3231.65380859375,3,0
121735,-7.688749970712899,33.578750058475194,3778.02783203125,3,0
121736,-7.6804166374128995,33.578750058475194,4438.88916015625,3,0
121737,-7.672083304112901,33.578750058475194,4273.50439453125,3,0
121738,-7.6637499708128995,33.578750058475194,4187.564453125,3,0
121739,-7.655416637512899,33.578750058475194,5925.84716796875,0,3
121740,-7.6470833042129,33.578750058475194,7121.5595703125,0,3
121741,-7.638749970912899,33.578750058475194,9750.6923828125,0,3
121742,-7.630416637612899,33.578750058475194,8716.4326171875,0,3
121743,-7.622083304312899,33.578750058475194,8128.595703125,0,3
121744,-7.613749971012899,33.578750058475194,8349.216796875,0,3
121745,-7.605416637712899,33.578750058475194,8514.087890625,0,3
121746,-7.597083304412899,33.578750058475194,9198.560546875,0,3
121747,-7.588749971112899,33.578750058475194,8690.234375,0,3
121748,-7.580416637812899,33.578750058475194,10095.462890625,0,3
121749,-7.5720833045128995,33.578750058475194,7900.92626953125,0,3
121750,-7.563749971212901,33.578750058475194,15551.771484375,2,2
121751,-7.5554166379128995,33.578750058475194,25576.9609375,2,2
121752,-7.5470833046129,33.578750058475194,20113.7265625,2,2
121753,-7.5387499713129,33.578750058475194,16874.20703125,2,2
121754,-7.530416638012899,33.578750058475194,18084.818359375,2,2
121755,-7.522083304712899,33.578750058475194,30592.318359375,1,1
121756,-7.513749971412899,33.578750058475194,60722.37890625,4,4
121757,-7.505416638112899,33.578750058475194,49031.2734375,4,4
121758,-7.497083304812899,33.578750058475194,27707.98046875,1,1
121759,-7.488749971512899,33.578750058475194,25432.87890625,2,2
121760,-7.480416638212899,33.578750058475194,40144.28125,1,1
121761,-7.472083304912899,33.578750058475194,9245.6875,0,3
121762,-7.463749971612899,33.578750058475194,1189.6922607421875,3,0
121763,-7.455416638312901,33.578750058475194,1021.2548217773436,3,0
121764,-7.4470833050128995,33.578750058475194,670.1980590820312,3,0
121765,-7.438749971712901,33.578750058475194,401.0978393554688,3,0
121766,-7.4304166384129,33.578750058475194,236.1224670410156,3,0
121767,-7.422083305112899,33.578750058475194,401.379638671875,3,0
121768,-7.4137499718129,33.578750058475194,404.5645751953125,3,0
122467,-7.722083303912899,33.5704167251752,1326.849365234375,3,0
122468,-7.713749970612899,33.5704167251752,2089.233154296875,3,0
122469,-7.705416637312899,33.5704167251752,3476.0029296875,3,0
122470,-7.697083304012899,33.5704167251752,3817.241455078125,3,0
122471,-7.688749970712899,33.5704167251752,5202.14453125,0,3
122472,-7.6804166374128995,33.5704167251752,7412.763671875,0,3
122473,-7.672083304112901,33.5704167251752,9042.3662109375,0,3
122474,-7.6637499708128995,33.5704167251752,8524.01171875,0,3
122475,-7.655416637512899,33.5704167251752,8664.6103515625,0,3
122476,-7.6470833042129,33.5704167251752,10077.798828125,0,3
122477,-7.638749970912899,33.5704167251752,10630.498046875,0,3
122478,-7.630416637612899,33.5704167251752,10610.2265625,0,3
122479,-7.622083304312899,33.5704167251752,8805.341796875,0,3
122480,-7.613749971012899,33.5704167251752,8060.55126953125,0,3
122481,-7.605416637712899,33.5704167251752,8730.609375,0,3
122482,-7.597083304412899,33.5704167251752,9690.2216796875,0,3
122483,-7.588749971112899,33.5704167251752,10930.8525390625,0,3
122484,-7.580416637812899,33.5704167251752,17109.271484375,2,2
122485,-7.5720833045128995,33.5704167251752,16793.4296875,2,2
122486,-7.563749971212901,33.5704167251752,27654.283203125,1,1
122487,-7.5554166379128995,33.5704167251752,40328.3828125,1,1
122488,-7.5470833046129,33.5704167251752,39290.1953125,1,1
122489,-7.5387499713129,33.5704167251752,35990.0078125,1,1
122490,-7.530416638012899,33.5704167251752,54483.83984375,4,4
122491,-7.522083304712899,33.5704167251752,62425.9921875,4,4
122492,-7.513749971412899,33.5704167251752,54037.25390625,4,4
122493,-7.505416638112899,33.5704167251752,38162.40234375,1,1
122494,-7.497083304812899,33.5704167251752,33426.26171875,1,1
122495,-7.488749971512899,33.5704167251752,30296.96875,1,1
122496,-7.480416638212899,33.5704167251752,9659.490234375,0,3
122497,-7.472083304912899,33.5704167251752,496.4539184570313,3,0
122498,-7.463749971612899,33.5704167251752,1218.2943115234375,3,0
122499,-7.455416638312901,33.5704167251752,1233.195068359375,3,0
122500,-7.4470833050128995,33.5704167251752,800.7800903320312,3,0
122501,-7.438749971712901,33.5704167251752,443.98001098632807,3,0
122502,-7.4304166384129,33.5704167251752,258.0963134765625,3,0
122503,-7.422083305112899,33.5704167251752,366.21575927734375,3,0
122504,-7.4137499718129,33.5704167251752,400.236328125,3,0
123203,-7.738749970512899,33.5620833918752,1376.1622314453125,3,0
123204,-7.730416637212899,33.5620833918752,1861.1756591796875,3,0
123205,-7.722083303912899,33.5620833918752,2018.2535400390625,3,0
123206,-7.713749970612899,33.5620833918752,1855.6026611328125,3,0
123207,-7.705416637312899,33.5620833918752,2752.051513671875,3,0
123208,-7.697083304012899,33.5620833918752,6319.49169921875,0,3
123209,-7.688749970712899,33.5620833918752,7325.41357421875,0,3
123210,-7.6804166374128995,33.5620833918752,9426.9638671875,0,3
123211,-7.672083304112901,33.5620833918752,9653.5634765625,0,3
123212,-7.6637499708128995,33.5620833918752,7444.93115234375,0,3
123213,-7.655416637512899,33.5620833918752,6292.67041015625,0,3
123214,-7.6470833042129,33.5620833918752,8266.66796875,0,3
123215,-7.638749970912899,33.5620833918752,9687.3828125,0,3
123216,-7.630416637612899,33.5620833918752,10021.474609375,0,3
123217,-7.622083304312899,33.5620833918752,10977.8251953125,0,3
123218,-7.613749971012899,33.5620833918752,8495.2490234375,0,3
123219,-7.605416637712899,33.5620833918752,10075.6865234375,0,3
123220,-7.597083304412899,33.5620833918752,11399.43359375,0,3
123221,-7.588749971112899,33.5620833918752,12378.9443359375,0,2
123222,-7.580416637812899,33.5620833918752,18868.78125,2,2
123223,-7.5720833045128995,33.5620833918752,40569.73046875,1,1
123224,-7.563749971212901,33.5620833918752,45333.4375,1,1
123225,-7.5554166379128995,33.5620833918752,55101.54296875,4,4
123226,-7.5470833046129,33.5620833918752,57708.62109375,4,4
123227,-7.5387499713129,33.5620833918752,66911.296875,4,4
123228,-7.530416638012899,33.5620833918752,67327.8359375,4,4
123229,-7.522083304712899,33.5620833918752,44646.2734375,1,1
123230,-7.513749971412899,33.5620833918752,40011.30859375,1,1
123231,-7.505416638112899,33.5620833918752,29641.109375,1,1
123232,-7.497083304812899,33.5620833918752,19645.083984375,2,2
123233,-7.488749971512899,33.5620833918752,7825.146484375,0,3
123234,-7.480416638212899,33.5620833918752,1595.15771484375,3,0
123235,-7.472083304912899,33.5620833918752,1386.39111328125,3,0
123236,-7.463749971612899,33.5620833918752,1415.13427734375,3,0
123237,-7.455416638312901,33.5620833918752,2195.963134765625,3,0
123238,-7.4470833050128995,33.5620833918752,1676.23583984375,3,0
123239,-7.438749971712901,33.5620833918752,949.7765502929688,3,0
123240,-7.4304166384129,33.5620833918752,483.21109008789057,3,0
123241,-7.422083305112899,33.5620833918752,375.2874755859375,3,0
123242,-7.4137499718129,33.5620833918752,273.5585632324219,3,0
123942,-7.738749970512899,33.5537500585752,1803.0472412109373,3,0
123943,-7.730416637212899,33.5537500585752,1746.3125,3,0
123944,-7.722083303912899,33.5537500585752,2219.5498046875,3,0
123945,-7.713749970612899,33.5537500585752,2133.361572265625,3,0
123946,-7.705416637312899,33.5537500585752,4451.2587890625,3,0
123947,-7.697083304012899,33.5537500585752,9042.20703125,0,3
123948,-7.688749970712899,33.5537500585752,10564.9033203125,0,3
123949,-7.6804166374128995,33.5537500585752,9947.728515625,0,3
123950,-7.672083304112901,33.5537500585752,7121.46728515625,0,3
123951,-7.6637499708128995,33.5537500585752,6622.33740234375,0,3
123952,-7.655416637512899,33.5537500585752,5490.087890625,0,3
123953,-7.6470833042129,33.5537500585752,8289.5224609375,0,3
123954,-7.638749970912899,33.5537500585752,10854.4833984375,0,3
123955,-7.630416637612899,33.5537500585752,12581.2099609375,0,2
123956,-7.622083304312899,33.5537500585752,13334.40234375,2,2
123957,-7.613749971012899,33.5537500585752,10937.9462890625,0,3
123958,-7.605416637712899,33.5537500585752,12420.0732421875,0,2
123959,-7.597083304412899,33.5537500585752,13661.8388671875,2,2
