,id,y,x,name,type,category,surface,parking,KMcluster10,complete_name,Population_inf_1_Km,nombre_de_voisins,index_voisins
124,2428391734,33.5876079,-7.598817,Shell ,node,Fuel Station,1500,,4.0,"Fuel Station Shell شل at -7.598817 , 33.5876079",65161.791015625,27,"[1, 23, 29, 34, 41, 48, 55, 63, 64, 86, 89, 111, 112, 113, 114, 120, 121, 122, 123, 125, 127, 128, 129, 172, 179, 190, 224]"
125,2428391736,33.5880346,-7.602086,my Fuel Station,node,Fuel Station,100,,4.0,"Fuel Station my Fuel Station at -7.602086 , 33.5880346",56211.9990234375,28,"[1, 23, 34, 41, 48, 55, 57, 58, 60, 63, 64, 69, 86, 89, 111, 112, 113, 114, 120, 121, 122, 123, 124, 127, 129, 172, 179, 190]"
126,2428391748,33.5908396,-7.6544861,my Fuel Station,node,Fuel Station,100,,1.0,"Fuel Station my Fuel Station at -7.6544861 , 33.5908396",20010.963134765618,2,"[5, 6]"
127,2428391774,33.5948903,-7.6037693,Oilibya,node,Fuel Station,500,,4.0,"Fuel Station Oilibya at -7.6037693 , 33.5948903",56965.32763671875,19,"[1, 57, 60, 63, 64, 69, 86, 89, 111, 112, 113, 114, 124, 125, 128, 129, 172, 190, 213]"
128,2428391775,33.5951462,-7.5944075,station total alamal,node,Fuel Station,1500,,4.0,"Fuel Station station total alamal at -7.5944075 , 33.5951462",57486.0283203125,17,"[1, 34, 48, 63, 86, 89, 111, 112, 114, 123, 124, 127, 129, 145, 172, 190, 224]"
129,2428391777,33.5963947,-7.5986993,my Fuel Station,node,Fuel Station,100,,4.0,"Fuel Station my Fuel Station at -7.5986993 , 33.5963947",59151.3564453125,16,"[1, 34, 60, 63, 69, 86, 89, 111, 112, 114, 124, 125, 127, 128, 172, 190]"
130,2428404622,33.5284272,-7.6797646,my Fuel Station,node,Fuel Station,100,,5.0,"Fuel Station my Fuel Station at -7.6797646 , 33.5284272",44124.00341796875,1,[157]
131,2428404642,33.5470132,-7.7442477,my Fuel Station,node,Fuel Station,100,,5.0,"Fuel Station my Fuel Station at -7.7442477 , 33.5470132",9538.86535644532,0,[]
132,2508629561,33.5992711,-7.6352132,my Fuel Station,node,Fuel Station,100,,1.0,"Fuel Station my Fuel Station at -7.6352132 , 33.5992711",15868.81591796875,14,"[11, 12, 13, 15, 26, 27, 65, 66, 67, 100, 104, 115, 116, 142]"
133,2579659697,33.4996801,-7.6589881,my Fuel Station,node,Fuel Station,100,,7.0,"Fuel Station my Fuel Station at -7.6589881 , 33.4996801",21671.04125976562,1,[181]
134,2641044302,33.5793354,-7.6363671,Station Winxo,node,Fuel Station,500,,1.0,"Fuel Station Station Winxo at -7.6363671 , 33.5793354",31217.74609375,10,"[4, 10, 52, 61, 83, 85, 153, 214, 220, 221]"
135,2880345530,33.5076139,-7.6314676,Somap Bouskoura,node,Fuel Station,500,,7.0,"Fuel Station Somap Bouskoura at -7.6314676 , 33.5076139",29577.41162109375,5,"[169, 193, 194, 195, 196]"
136,2951687867,33.5460644,-7.5840928,my Fuel Station,node,Fuel Station,100,,9.0,"Fuel Station my Fuel Station at -7.5840928 , 33.5460644",93107.9990234375,3,"[43, 137, 160]"
137,2951687949,33.5454093,-7.5835536,my Fuel Station,node,Fuel Station,100,,9.0,"Fuel Station my Fuel Station at -7.5835536 , 33.5454093",101459.5546875,3,"[43, 136, 160]"
138,2951688143,33.5627036,-7.5934349,my Fuel Station,node,Fuel Station,100,,4.0,"Fuel Station my Fuel Station at -7.5934349 , 33.5627036",44399.4521484375,0,[]
139,2951711842,33.572145,-7.5977452,my Fuel Station,node,Fuel Station,100,,4.0,"Fuel Station my Fuel Station at -7.5977452 , 33.572145",38550.244140625,1,[175]
140,3049352057,33.5885145,-7.4987502,my Fuel Station,node,Fuel Station,100,,6.0,"Fuel Station محطة افريقيا at -7.4987502 , 33.5885145",182228.57421875,2,"[37, 91]"
141,3118803983,33.5934905,-7.5821275,Winxo,node,Fuel Station,500,,4.0,"Fuel Station Winxo at -7.5821275 , 33.5934905",84389.4462890625,4,"[110, 145, 174, 224]"
142,3227963331,33.6016802,-7.6330158,Station d'essence Shell,node,Fuel Station,1500,,1.0,"Fuel Station Station d'essence Shell at -7.6330158 , 33.6016802",15868.81591796875,12,"[11, 13, 15, 26, 27, 65, 66, 67, 104, 115, 116, 132]"
143,3330956949,33.5101583,-7.6081449,my Fuel Station,node,Fuel Station,100,,7.0,"Fuel Station my Fuel Station at -7.6081449 , 33.5101583",11750.912109375,1,[208]
144,3533488689,33.4781674,-7.7561438,my Fuel Station,node,Fuel Station,100,,3.0,"Fuel Station my Fuel Station at -7.7561438 , 33.4781674",2157.988037109375,1,[189]
145,3665631183,33.5947842,-7.5873788,La Pompe Diesel (77),node,Fuel Station,500,,4.0,"Fuel Station La Pompe Diesel (77) at -7.5873788 , 33.5947842",69055.5517578125,6,"[1, 34, 89, 128, 141, 224]"
146,3948759289,33.4870125,-7.6734753,my Fuel Station,node,Fuel Station,100,,7.0,"Fuel Station my Fuel Station at -7.6734753 , 33.4870125",6812.507690429678,2,"[147, 192]"
147,3948759290,33.4850515,-7.6711922,my Fuel Station,node,Fuel Station,100,,7.0,"Fuel Station my Fuel Station at -7.6711922 , 33.4850515",6688.637329101559,2,"[146, 192]"
148,3951078391,33.4706834,-7.5136215,my Fuel Station,node,Fuel Station,100,,2.0,"Fuel Station my Fuel Station at -7.5136215 , 33.4706834",5239.892303466797,1,[198]
149,3955686599,33.507225,-7.4302449,my Fuel Station,node,Fuel Station,100,,8.0,"Fuel Station my Fuel Station at -7.4302449 , 33.507225",762.0502166748047,0,[]
150,3975134179,33.5789079,-7.6549391,Winxo,node,Fuel Station,500,,1.0,"Fuel Station Winxo at -7.6549391 , 33.5789079",28819.1337890625,7,"[18, 19, 20, 45, 84, 85, 87]"
151,3976720781,33.5482425,-7.5732862,Station-service Total,node,Fuel Station,1500,,9.0,"Fuel Station Station-service Total at -7.5732862 , 33.5482425",110612.439453125,1,[160]
152,4000899101,33.5371836,-7.6425542,Afriquia ,node,Fuel Station,1500,,7.0,"Fuel Station Afriquia أفريقيا at -7.6425542 , 33.5371836",46733.8818359375,1,[0]
153,4184377120,33.5807727,-7.6318467,Total,node,Fuel Station,1500,,1.0,"Fuel Station Total طوطال at -7.6318467 , 33.5807727",37928.16845703125,18,"[10, 30, 40, 61, 82, 83, 92, 93, 94, 95, 96, 97, 98, 134, 203, 214, 220, 221]"
154,4188238480,33.574859,-7.6101748,Total,node,Fuel Station,1500,,4.0,"Fuel Station Total طوطال at -7.6101748 , 33.574859",25140.37744140625,7,"[16, 17, 28, 108, 176, 177, 178]"
155,4203236826,33.5538978,-7.5628193,my Fuel Station,node,Fuel Station,100,,9.0,"Fuel Station my Fuel Station at -7.5628193 , 33.5538978",137085.6552734375,1,[22]
156,4203236981,33.5675533,-7.5832292,my Fuel Station,node,Fuel Station,100,,4.0,"Fuel Station my Fuel Station at -7.5832292 , 33.5675533",59287.849609375,2,"[101, 170]"
157,4213195816,33.5317175,-7.6746083,my Fuel Station,node,Fuel Station,100,,5.0,"Fuel Station my Fuel Station at -7.6746083 , 33.5317175",44401.3505859375,1,[130]
158,4215514571,33.4996267,-7.5419767,Oilibya,node,Fuel Station,500,,2.0,"Fuel Station Oilibya at -7.5419767 , 33.4996267",4418.107238769526,0,[]
159,4215515946,33.5118639,-7.5480767,Ziz,node,Fuel Station,500,,9.0,"Fuel Station Ziz at -7.5480767 , 33.5118639",8803.933044433588,0,[]
160,4226935554,33.5447978,-7.5830327,my Fuel Station,node,Fuel Station,100,,9.0,"Fuel Station my Fuel Station at -7.5830327 , 33.5447978",79431.615234375,4,"[43, 136, 137, 151]"
161,4335454889,33.6039884,-7.492582,station Afriquia al azhar,node,Fuel Station,1500,,6.0,"Fuel Station station Afriquia al azhar at -7.492582 , 33.6039884",44533.6875,2,"[38, 90]"
162,4617180987,33.5282171,-7.4941711,my Fuel Station,node,Fuel Station,100,,8.0,"Fuel Station my Fuel Station at -7.4941711 , 33.5282171",9115.63110351562,0,[]
163,4650112600,33.5047862,-7.7440845,my Fuel Station,node,Fuel Station,100,,3.0,"Fuel Station my Fuel Station at -7.7440845 , 33.5047862",2692.866058349609,0,[]
164,4879032221,33.5994768,-7.6132333,Gare de Casablanca,node,Fuel Station,2000,,4.0,"Fuel Station Gare de Casablanca at -7.6132333 , 33.5994768",42547.56494140625,7,"[33, 51, 53, 60, 69, 213, 218]"
165,5081987821,33.5380991,-7.7176864,Afriquia ,node,Fuel Station,1500,,5.0,"Fuel Station Afriquia أفريقيا at -7.7176864 , 33.5380991",24883.44775390625,2,"[68, 186]"
166,5291826284,33.578109,-7.5528897,my Fuel Station,node,Fuel Station,100,,0.0,"Fuel Station my Fuel Station at -7.5528897 , 33.578109",86019.0703125,3,"[74, 99, 167]"
167,5291827951,33.5738358,-7.5541675,Shell,node,Fuel Station,1500,,0.0,"Fuel Station Shell at -7.5541675 , 33.5738358",152963.548828125,2,"[99, 166]"
168,5542854912,33.5402019,-7.6003164,my Fuel Station,node,Fuel Station,100,,9.0,"Fuel Station my Fuel Station at -7.6003164 , 33.5402019",86846.49609375,2,"[42, 44]"
169,5551251276,33.5097981,-7.6307589,Petrom ,node,Fuel Station,1500,,7.0,"Fuel Station Petrom بتروم at -7.6307589 , 33.5097981",25691.798828125,5,"[135, 193, 194, 195, 196]"
170,5581600705,33.5675851,-7.5823165,Shell ,node,Fuel Station,1500,,4.0,"Fuel Station Shell شل at -7.5823165 , 33.5675851",59287.849609375,2,"[101, 156]"
171,5625470387,33.5771499,-7.5878003,my Fuel Station,node,Fuel Station,100,,4.0,"Fuel Station my Fuel Station at -7.5878003 , 33.5771499",38915.1103515625,2,"[24, 29]"
172,5627642655,33.5897715,-7.5965725,Oilibya,node,Fuel Station,500,,4.0,"Fuel Station Oilibya at -7.5965725 , 33.5897715",74307.9140625,23,"[1, 23, 34, 48, 55, 63, 64, 86, 89, 111, 112, 113, 114, 120, 122, 123, 124, 125, 127, 128, 129, 190, 224]"
173,5633937655,33.5878069,-7.6159032,Winxo,node,Fuel Station,500,,4.0,"Fuel Station Winxo at -7.6159032 , 33.5878069",26931.63134765625,12,"[35, 41, 57, 58, 59, 60, 82, 93, 109, 203, 218, 222]"
174,5635622767,33.58582,-7.5843591,Shell ,node,Fuel Station,1500,,4.0,"Fuel Station Shell شل at -7.5843591 , 33.58582",49007.8310546875,7,"[24, 29, 34, 48, 123, 141, 224]"
175,5638416375,33.5716067,-7.5996778,Winxo,node,Fuel Station,500,,4.0,"Fuel Station Winxo at -7.5996778 , 33.5716067",27619.3916015625,2,"[108, 139]"
176,5640585943,33.57716,-7.615592,Oilibya,node,Fuel Station,500,,4.0,"Fuel Station Oilibya at -7.615592 , 33.57716",33343.70556640625,16,"[16, 17, 28, 82, 92, 93, 94, 95, 96, 97, 98, 108, 154, 177, 178, 203]"
177,5640585944,33.5734761,-7.6149564,Shell,node,Fuel Station,1500,,4.0,"Fuel Station Shell شل at -7.6149564 , 33.5734761",42074.31494140625,10,"[16, 17, 28, 96, 97, 98, 108, 154, 176, 178]"
178,5640585945,33.572219,-7.6141208,Total,node,Fuel Station,1500,,4.0,"Fuel Station Total طوطال at -7.6141208 , 33.572219",33945.71923828125,7,"[16, 17, 28, 108, 154, 176, 177]"
179,5641864368,33.5835911,-7.6050094,Shell ,node,Fuel Station,1500,,4.0,"Fuel Station Shell شل at -7.6050094 , 33.5835911",47919.14453125,14,"[23, 35, 41, 55, 57, 58, 64, 113, 114, 120, 121, 122, 124, 125]"
180,5642305374,33.5636135,-7.6337291,Ziz,node,Fuel Station,500,,1.0,"Fuel Station Ziz at -7.6337291 , 33.5636135",40949.58203125,1,[80]
181,5648539786,33.5033322,-7.6591383,my Fuel Station,node,Fuel Station,100,,7.0,"Fuel Station my Fuel Station at -7.6591383 , 33.5033322",21671.04125976562,1,[133]
182,5650485116,33.4498437,-7.5179838,my Fuel Station,node,Fuel Station,100,,2.0,"Fuel Station my Fuel Station at -7.5179838 , 33.4498437",27482.24096679688,3,"[118, 184, 199]"
183,5650485237,33.4307971,-7.5229345,my Fuel Station,node,Fuel Station,100,,2.0,"Fuel Station my Fuel Station at -7.5229345 , 33.4307971",4526.433868408197,1,[117]
184,5652120330,33.4541136,-7.5211152,my Fuel Station,node,Fuel Station,100,,2.0,"Fuel Station my Fuel Station at -7.5211152 , 33.4541136",24284.49688720704,3,"[118, 182, 199]"
185,5670372144,33.566709,-7.6766458,Afriquia,node,Fuel Station,1500,,1.0,"Fuel Station Afriquia أفريقيا at -7.6766458 , 33.566709",35535.6572265625,0,[]
186,5683397713,33.5341064,-7.7238849,Petromin Oils,node,Fuel Station,1500,,5.0,"Fuel Station Petromin Oils at -7.7238849 , 33.5341064",33099.212890625,2,"[68, 165]"
187,5694034965,33.669425,-7.4421759,my Fuel Station,node,Fuel Station,100,,6.0,"Fuel Station my Fuel Station at -7.4421759 , 33.669425",0.0,0,[]
188,5732872739,33.5123915,-7.701579,my Fuel Station,node,Fuel Station,1000,,5.0,"Fuel Station my Fuel Station at -7.701579 , 33.5123915",14326.41857910156,0,[]
189,6147524473,33.4780755,-7.7558921,Petromin oil,node,Fuel Station,1500,,3.0,"Fuel Station Petromin oil at -7.7558921 , 33.4780755",1879.3512573242192,1,[144]
190,6411404062,33.5958156,-7.6006599,Shell ,node,Fuel Station,1500,,4.0,"Fuel Station Shell شل at -7.6006599 , 33.5958156",49618.3466796875,17,"[1, 34, 60, 63, 69, 86, 89, 111, 112, 113, 114, 124, 125, 127, 128, 129, 172]"
191,6474152133,33.5194105,-7.6933359,my Fuel Station,node,Fuel Station,100,,5.0,"Fuel Station my Fuel Station at -7.6933359 , 33.5194105",12223.36437988281,0,[]
192,6474152379,33.4851447,-7.6722805,my Fuel Station,node,Fuel Station,100,,7.0,"Fuel Station my Fuel Station at -7.6722805 , 33.4851447",5503.634643554678,2,"[146, 147]"
193,6593075832,33.5063539,-7.6314093,Shell ,node,Fuel Station,1500,,7.0,"Fuel Station Shell شل at -7.6314093 , 33.5063539",29577.41162109375,5,"[135, 169, 194, 195, 196]"
194,6593075835,33.5093765,-7.6313264,Petrom,node,Fuel Station,1500,,7.0,"Fuel Station Petrom بتروم at -7.6313264 , 33.5093765",29931.51953125,5,"[135, 169, 193, 195, 196]"
195,6593075836,33.5095476,-7.6318077,Petrom,node,Fuel Station,1500,,7.0,"Fuel Station Petrom بتروم at -7.6318077 , 33.5095476",29931.51953125,5,"[135, 169, 193, 194, 196]"
196,6593094659,33.5134999,-7.6316073,Afriquia,node,Fuel Station,1500,,7.0,"Fuel Station Afriquia أفريقيا at -7.6316073 , 33.5134999",25035.01904296875,5,"[135, 169, 193, 194, 195]"
197,6593094660,33.4874825,-7.6338318,Petromine Bouskoura,node,Fuel Station,1500,,7.0,"Fuel Station Petromine Bouskoura at -7.6338318 , 33.4874825",16759.087890625,0,[]
198,6974317034,33.4662505,-7.5141552,my Fuel Station,node,Fuel Station,100,,2.0,"Fuel Station my Fuel Station at -7.5141552 , 33.4662505",8183.910827636724,1,[148]
199,6976675121,33.4569214,-7.5214191,my Fuel Station,node,Fuel Station,100,,2.0,"Fuel Station my Fuel Station at -7.5214191 , 33.4569214",23507.236389160164,3,"[118, 182, 184]"
200,7171037485,33.5536408,-7.5916834,my Fuel Station,node,Fuel Station,100,,9.0,"Fuel Station my Fuel Station at -7.5916834 , 33.5536408",67890.2509765625,1,[42]
201,8391233250,33.5661757,-7.5059259,my Fuel Station,node,Fuel Station,100,,0.0,"Fuel Station my Fuel Station at -7.5059259 , 33.5661757",214923.419921875,0,[]
202,8401207100,33.5175058,-7.7579516,my Fuel Station,node,Fuel Station,100,,3.0,"Fuel Station my Fuel Station at -7.7579516 , 33.5175058",4303.695068359373,0,[]
203,9620906356,33.5831242,-7.6231905,Station-service Winxo,node,Fuel Station,500,,1.0,"Fuel Station Station-service Winxo at -7.6231905 , 33.5831242",34203.28076171875,16,"[30, 40, 82, 92, 93, 94, 95, 96, 97, 98, 106, 153, 173, 176, 221, 222]"
204,10169627382,33.6206902,-7.4572487,my Fuel Station,node,Fuel Station,100,,6.0,"Fuel Station my Fuel Station at -7.4572487 , 33.6206902",12805.8046875,1,[206]
205,10169627390,33.6021731,-7.4675277,my Fuel Station,node,Fuel Station,100,,6.0,"Fuel Station my Fuel Station at -7.4675277 , 33.6021731",103714.328125,0,[]
206,10169627398,33.6222385,-7.4549535,my Fuel Station,node,Fuel Station,100,,6.0,"Fuel Station my Fuel Station at -7.4549535 , 33.6222385",12805.8046875,1,[204]
207,10628065655,33.4908342,-7.5825205,my Fuel Station,node,Fuel Station,100,,9.0,"Fuel Station my Fuel Station at -7.5825205 , 33.4908342",6259.995910644536,0,[]
208,10628127912,33.517846,-7.6102363,my Fuel Station,node,Fuel Station,100,,9.0,"Fuel Station my Fuel Station at -7.6102363 , 33.517846",13960.50073242187,1,[143]
209,10709086430,33.4980671,-7.5039893,my Fuel Station,node,Fuel Station,100,,8.0,"Fuel Station my Fuel Station at -7.5039893 , 33.4980671",7712.813659667966,0,[]
210,10871648105,33.5058597,-7.7106339,my Fuel Station,node,Fuel Station,100,,5.0,"Fuel Station my Fuel Station at -7.7106339 , 33.5058597",14262.17724609375,0,[]
211,485910991,33.4613152,-7.6516631,Bouskoura oil,node,Gare station,500,,7.0,"Gare station Bouskoura بوسكورة at -7.6516631 , 33.4613152",13913.59594726563,0,[]
212,485940044,33.5175026,-7.6583805,Gare Ennassim,node,Gare station,500,,7.0,"Gare station Gare Ennassim at -7.6583805 , 33.5175026",41478.947265625,0,[]
213,2429582026,33.5993825,-7.6123131,Casa Port,node,Gare station,2500,,4.0,"Gare station Casa Port at -7.6123131 , 33.5993825",34029.005859375,8,"[33, 51, 53, 60, 69, 127, 164, 218]"
214,4352882592,33.5767396,-7.6364792,Casablanca-Maarif,node,Gare station,1500,,1.0,"Gare station Casablanca-Maârif at -7.6364792 , 33.5767396",39707.849609375,8,"[10, 52, 61, 83, 85, 134, 153, 220]"
215,5604704331,33.5532527,-7.6571082,Anfa Sud,node,Gare station,1000,,1.0,"Gare station Anfa Sud at -7.6571082 , 33.5532527",34043.97216796875,1,[219]
216,5604704357,33.5632426,-7.6586212,Anfa Centre,node,Gare station,1000,,1.0,"Gare station Anfa Centre at -7.6586212 , 33.5632426",30926.2236328125,1,[88]
217,6205364396,33.5719544,-7.6479067,my Station,node,Gare station,500,,1.0,"Gare station my Station at -7.6479067 , 33.5719544",36494.466796875,9,"[18, 19, 20, 45, 52, 84, 85, 88, 107]"
218,6205364422,33.595345,-7.6183219,Place des Nations-Unies,node,Gare station,1500,,4.0,"Gare station Place des Nations-Unies at -7.6183219 , 33.595345",18769.2939453125,15,"[25, 26, 33, 35, 51, 53, 58, 59, 60, 100, 109, 164, 173, 213, 222]"
219,6205371669,33.5501636,-7.6519513,my Station,node,Gare station,500,,1.0,"Gare station my Station at -7.6519513 , 33.5501636",28503.314453125,1,[215]
220,6205371670,33.579126,-7.6361947,my Station,node,Gare station,500,,1.0,"Gare station my Station at -7.6361947 , 33.579126",34726.6845703125,9,"[10, 52, 61, 83, 85, 134, 153, 214, 221]"
221,6205371671,33.5855888,-7.6295962,my Station,node,Gare station,500,,1.0,"Gare station my Station at -7.6295962 , 33.5855888",24667.48974609375,17,"[4, 30, 40, 61, 82, 92, 93, 94, 95, 96, 100, 106, 134, 153, 203, 220, 222]"
222,6205371672,33.5896049,-7.6258831,my Station,node,Gare station,500,,1.0,"Gare station my Station at -7.6258831 , 33.5896049",20659.49951171875,14,"[25, 26, 27, 30, 40, 82, 100, 106, 115, 116, 173, 203, 218, 221]"
223,6205371673,33.6061756,-7.5732731,my Station,node,Gare station,500,,4.0,"Gare station my Station at -7.5732731 , 33.6061756",42877.693359375,2,"[7, 110]"
224,7055155496,33.5903553,-7.5896849,Casa Voyageurs,node,Gare station,2500,,4.0,"Gare station Casa Voyageurs at -7.5896849 , 33.5903553",79778.3779296875,17,"[1, 23, 24, 34, 48, 86, 89, 111, 112, 114, 123, 124, 128, 141, 145, 172, 174]"
